run_id,ts,mode,config,kv_dtype,model_key,gpu,idx,gold,pred,correct,latency_ms,out_sha1,out_len,gpu_kv_cache_tokens,n_shot,desc,foreign_gpu_count,foreign_max_util,level,log
20260830-224536-m5-precision,2026-08-30T22:46:45.772041+08:00,precision,bf16,auto,llama,0,0,18,18,True,5331.6,b7c6d608a2ec3c9c,262,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:46:47.242310+08:00,precision,bf16,auto,llama,0,1,3,3,True,1209.4,0809978f7caeb516,132,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:46:49.900814+08:00,precision,bf16,auto,llama,0,2,70000,70000,True,2354.7,1d7f02f490eefc8e,267,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:46:51.973246+08:00,precision,bf16,auto,llama,0,3,540,540,True,1795.9,0df55002939ef300,221,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:46:54.849912+08:00,precision,bf16,auto,llama,0,4,20,20,True,2601.5,becaf33ae48e3b3a,359,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:04.288664+08:00,precision,bf16,auto,llama,0,5,64,0,False,9170.0,08e62441a141334e,829,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:06.229817+08:00,precision,bf16,auto,llama,0,6,260,260,True,1675.7,4a30625b53437553,174,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:09.041136+08:00,precision,bf16,auto,llama,0,7,160,120,False,2547.3,476715eadc2b9d9b,317,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:13.123428+08:00,precision,bf16,auto,llama,0,8,45,315,False,3798.0,17e02c71729a9d3d,458,41609,64,無損基準,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:16.726877+08:00,precision,bf16,auto,llama,0,9,460,460,True,3332.9,ae78dc90a0b85bc6,395,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:19.402048+08:00,precision,bf16,auto,llama,0,10,366,366,True,2399.3,04d898326fd63019,290,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:22.146030+08:00,precision,bf16,auto,llama,0,11,694,694,True,2464.6,4cd129bbab219726,263,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:25.008488+08:00,precision,bf16,auto,llama,0,12,13,12,False,2567.6,f5fb2b699fbe421d,312,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:28.427494+08:00,precision,bf16,auto,llama,0,13,18,30,False,3126.9,09bf02ef30f8ceff,408,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:31.643383+08:00,precision,bf16,auto,llama,0,14,60,60,True,2893.5,85d3b29c8b0f10b4,321,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:34.366124+08:00,precision,bf16,auto,llama,0,15,125,3096,False,2435.7,5af87a4ebb3d4630,242,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:35.841264+08:00,precision,bf16,auto,llama,0,16,230,230,True,1203.9,40fff67fc33c8101,171,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:38.938122+08:00,precision,bf16,auto,llama,0,17,57500,57500,True,2816.7,8b2563a414db930e,300,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:41.910353+08:00,precision,bf16,auto,llama,0,18,7,21,False,2699.8,b174d0afa0101d63,281,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:45.466163+08:00,precision,bf16,auto,llama,0,19,6,6,True,3287.1,c752b3f3889f3afa,414,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:49.108154+08:00,precision,bf16,auto,llama,0,20,15,15.67,False,3321.7,cb77bc66b0ddcd90,364,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:50.870560+08:00,precision,bf16,auto,llama,0,21,14,2,False,1488.7,57c62f6634b05182,177,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:53.022099+08:00,precision,bf16,auto,llama,0,22,7,7,True,1858.4,420ad88b875d8d63,171,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:54.805844+08:00,precision,bf16,auto,llama,0,23,8,8,True,1512.5,d5bf8da932dd1214,169,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:56.058429+08:00,precision,bf16,auto,llama,0,24,26,26,True,977.3,930507968c2ed917,90,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:47:59.716106+08:00,precision,bf16,auto,llama,0,25,2,2,True,3394.4,799ba93efb1d6d14,338,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:03.072107+08:00,precision,bf16,auto,llama,0,26,243,243,True,3038.6,5fa95dbf785a91aa,280,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:05.711589+08:00,precision,bf16,auto,llama,0,27,16,16,True,2368.0,75f95f1c98d73987,306,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:06.971920+08:00,precision,bf16,auto,llama,0,28,25,35,False,995.3,f2794fabb64f8786,133,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:09.006827+08:00,precision,bf16,auto,llama,0,29,104,104,True,1757.5,236c827975596bd2,184,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:11.909644+08:00,precision,bf16,auto,llama,0,30,109,109,True,2607.2,186b0f3b4aa0b59d,237,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:14.401776+08:00,precision,bf16,auto,llama,0,31,80,80,True,2212.6,7f6cb284e642e3dd,243,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:15.990392+08:00,precision,bf16,auto,llama,0,32,35,35,True,1327.5,4a3840051f3722a8,168,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:19.248381+08:00,precision,bf16,auto,llama,0,33,70,70,True,2987.3,eb0c8c3731b325c5,346,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:21.153373+08:00,precision,bf16,auto,llama,0,34,23,23,True,1612.3,8bbbe35a8c3b37b7,185,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:23.632551+08:00,precision,bf16,auto,llama,0,35,9,9,True,2177.1,d49f75d2e7496b22,247,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:25.986175+08:00,precision,bf16,auto,llama,0,36,75,75,True,2086.1,0b23d3bf8f9d12e5,182,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:28.452842+08:00,precision,bf16,auto,llama,0,37,2,30,False,2190.0,667d62f8515e5d94,214,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:31.269777+08:00,precision,bf16,auto,llama,0,38,10,10,True,2526.6,4021d4e46ee2a734,294,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:37.138792+08:00,precision,bf16,auto,llama,0,39,18,39,False,5560.2,04f30c26d1e41551,569,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:38.662086+08:00,precision,bf16,auto,llama,0,40,8,8,True,1243.1,871669c832e03f0e,114,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:40.865645+08:00,precision,bf16,auto,llama,0,41,200,200,True,1914.5,7429aa270680cbf2,237,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:42.987889+08:00,precision,bf16,auto,llama,0,42,26,26,True,1842.6,ff6b12e5a99a40de,218,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:46.035045+08:00,precision,bf16,auto,llama,0,43,48,48,True,2772.2,5912f9d9c68536d4,299,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:48.215161+08:00,precision,bf16,auto,llama,0,44,20,30,False,1913.8,a1ee412e64ca397c,202,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
20260830-224536-m5-precision,2026-08-30T22:48:51.368555+08:00,precision,bf16,auto,llama,0,45,104,104,True,2885.3,dab9b6f9b74b9525,331,41609,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-224536-m5-precision/bf16/server.log
