run_id,ts,mode,config,kv_dtype,model_key,gpu,idx,gold,pred,correct,latency_ms,out_sha1,out_len,gpu_kv_cache_tokens,n_shot,desc,foreign_gpu_count,foreign_max_util,level,log
20260831-145649-m5-precision,2026-08-31T14:58:32.944954+08:00,precision,bf16,auto,llama,0,0,18,18,True,5385.2,b7c6d608a2ec3c9c,262,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:34.440475+08:00,precision,bf16,auto,llama,0,1,3,3,True,1211.1,0809978f7caeb516,132,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:37.090830+08:00,precision,bf16,auto,llama,0,2,70000,70000,True,2370.8,1d7f02f490eefc8e,267,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:39.128205+08:00,precision,bf16,auto,llama,0,3,540,540,True,1759.3,c06227cabe0b9ca9,214,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:42.011184+08:00,precision,bf16,auto,llama,0,4,20,20,True,2610.5,becaf33ae48e3b3a,359,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:51.503570+08:00,precision,bf16,auto,llama,0,5,64,0,False,9209.4,08e62441a141334e,829,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:53.489585+08:00,precision,bf16,auto,llama,0,6,260,260,True,1693.7,4a30625b53437553,174,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:58:56.326927+08:00,precision,bf16,auto,llama,0,7,160,120,False,2548.5,476715eadc2b9d9b,317,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:00.404789+08:00,precision,bf16,auto,llama,0,8,45,315,False,3803.0,17e02c71729a9d3d,458,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:04.045360+08:00,precision,bf16,auto,llama,0,9,460,460,True,3353.7,ae78dc90a0b85bc6,395,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:06.793343+08:00,precision,bf16,auto,llama,0,10,366,366,True,2417.4,04d898326fd63019,290,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:09.620446+08:00,precision,bf16,auto,llama,0,11,694,694,True,2515.6,4cd129bbab219726,263,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:12.377196+08:00,precision,bf16,auto,llama,0,12,13,12,False,2479.9,f5fb2b699fbe421d,312,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
20260831-145649-m5-precision,2026-08-31T14:59:15.796634+08:00,precision,bf16,auto,llama,0,13,18,30,False,3127.3,09bf02ef30f8ceff,408,41595,64,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-145649-m5-precision/bf16/server.log
