run_id,ts,mode,config,kv_dtype,model_key,gpu,idx,gold,pred,correct,latency_ms,out_sha1,out_len,gpu_kv_cache_tokens,n_shot,task,needle_depth,needle_depth_actual,needle_pos,prompt_tokens,desc,foreign_gpu_count,foreign_max_util,level,log
20260831-181930-m5-needle,2026-08-31T18:20:58.409499+08:00,needle,bf16,auto,qwen-awq,0,0,4266,4266,True,11399.8,1e5cffce835fd7ef,76,273872,0,needle,0.05,0.0492,1585,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:21:10.611363+08:00,needle,bf16,auto,qwen-awq,0,1,9408,9408,True,11940.6,ceb6e29ad045dede,384,273872,0,needle,0.05,0.0492,1585,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:21:22.747433+08:00,needle,bf16,auto,qwen-awq,0,2,8450,8450,True,11862.8,fcbe522110402b0a,295,273872,0,needle,0.05,0.0492,1585,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:21:35.431766+08:00,needle,bf16,auto,qwen-awq,0,3,8228,8228,True,12408.0,1bc455e870ca21fa,358,273872,0,needle,0.05,0.0492,1585,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:21:48.490818+08:00,needle,bf16,auto,qwen-awq,0,4,7681,7681,True,12780.0,59b507e05f82c7a3,584,273872,0,needle,0.25,0.2497,8053,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:21:59.391790+08:00,needle,bf16,auto,qwen-awq,0,5,7013,7013,True,10618.6,f937ee619585fa70,424,273872,0,needle,0.25,0.2497,8053,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:10.400092+08:00,needle,bf16,auto,qwen-awq,0,6,9215,9215,True,10720.9,ce985c27d04f00f5,398,273872,0,needle,0.25,0.2497,8053,32245,無損基準,6,97,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:21.709661+08:00,needle,bf16,auto,qwen-awq,0,7,7890,7890,True,11053.5,dc65bb63a406b65f,573,273872,0,needle,0.25,0.2497,8053,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:36.020513+08:00,needle,bf16,auto,qwen-awq,0,8,9434,9434,True,14031.5,ed7b99755008bbf1,700,273872,0,needle,0.5,0.4995,16105,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:43.750516+08:00,needle,bf16,auto,qwen-awq,0,9,5382,5382,True,7468.1,2826a06ea280780f,77,273872,0,needle,0.5,0.4995,16105,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:51.854352+08:00,needle,bf16,auto,qwen-awq,0,10,7212,7212,True,7832.1,33f40b267e4d9a67,303,273872,0,needle,0.5,0.4995,16105,32245,無損基準,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:22:59.871737+08:00,needle,bf16,auto,qwen-awq,0,11,3116,3116,True,7743.2,263325700c551bef,295,273872,0,needle,0.5,0.4995,16105,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:07.560315+08:00,needle,bf16,auto,qwen-awq,0,12,4673,4673,True,7420.4,c4b7723975552205,76,273872,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:11.885765+08:00,needle,bf16,auto,qwen-awq,0,13,4225,4225,True,4040.9,f3156b81d1034da4,6,273872,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:16.884907+08:00,needle,bf16,auto,qwen-awq,0,14,6403,6403,True,4731.5,c479f960ba9ec4c0,408,273872,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:21.883255+08:00,needle,bf16,auto,qwen-awq,0,15,8463,8463,True,4729.9,78d32ec3c45f6d08,394,273872,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:26.175590+08:00,needle,bf16,auto,qwen-awq,0,16,2610,2610,True,4016.8,e781e0b5cb05dcaa,6,273872,0,needle,0.95,0.9498,30625,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:27.584525+08:00,needle,bf16,auto,qwen-awq,0,17,7230,7230,True,1028.2,50ef8b878a28bbf4,6,273872,0,needle,0.95,0.9498,30625,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:28.869412+08:00,needle,bf16,auto,qwen-awq,0,18,6516,6516,True,1024.5,b8829e4d9f0a5448,6,273872,0,needle,0.95,0.9498,30625,32245,無損基準,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:23:30.164218+08:00,needle,bf16,auto,qwen-awq,0,19,9740,9740,True,1045.8,3a6d8107187809f8,6,273872,0,needle,0.95,0.9498,30625,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/bf16/server.log
20260831-181930-m5-needle,2026-08-31T18:24:50.716045+08:00,needle,fp8,fp8,qwen-awq,0,0,4266,4266,True,11364.9,0d4c8698e8146769,50,547744,0,needle,0.05,0.0492,1585,32245,純格式轉換，無額外中繼資料,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/fp8/server.log
20260831-181930-m5-needle,2026-08-31T18:25:02.440786+08:00,needle,fp8,fp8,qwen-awq,0,1,9408,482,False,11439.4,acb50411fd0c9a23,33,547744,0,needle,0.05,0.0492,1585,32245,純格式轉換，無額外中繼資料,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/fp8/server.log
20260831-181930-m5-needle,2026-08-31T18:25:14.279235+08:00,needle,fp8,fp8,qwen-awq,0,2,8450,,False,11564.5,23fb4f44a59d5c64,78,547744,0,needle,0.05,0.0492,1585,32245,純格式轉換，無額外中繼資料,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-181930-m5-needle/fp8/server.log
