run_id,ts,mode,config,kv_dtype,model_key,gpu,idx,gold,pred,correct,latency_ms,out_sha1,out_len,gpu_kv_cache_tokens,n_shot,desc,foreign_gpu_count,foreign_max_util,level,log
20260830-231251-m5-lossless,2026-08-30T23:13:51.530928+08:00,lossless,full_gpu,auto,llama,0,0,18,18,True,5342.1,b7c6d608a2ec3c9c,262,48083,64,不卸載,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:13:53.043295+08:00,lossless,full_gpu,auto,llama,0,1,3,3,True,1208.4,0809978f7caeb516,132,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:13:55.670218+08:00,lossless,full_gpu,auto,llama,0,2,70000,70000,True,2348.4,1d7f02f490eefc8e,267,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:13:57.756370+08:00,lossless,full_gpu,auto,llama,0,3,540,540,True,1788.8,0df55002939ef300,221,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:00.670481+08:00,lossless,full_gpu,auto,llama,0,4,20,20,True,2606.0,becaf33ae48e3b3a,359,48083,64,不卸載,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:10.112439+08:00,lossless,full_gpu,auto,llama,0,5,64,0,False,9168.8,08e62441a141334e,829,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:12.086867+08:00,lossless,full_gpu,auto,llama,0,6,260,260,True,1676.1,4a30625b53437553,174,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:15.013905+08:00,lossless,full_gpu,auto,llama,0,7,160,120,False,2578.4,476715eadc2b9d9b,317,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:19.091569+08:00,lossless,full_gpu,auto,llama,0,8,45,315,False,3802.1,17e02c71729a9d3d,458,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:22.734803+08:00,lossless,full_gpu,auto,llama,0,9,460,460,True,3360.3,ae78dc90a0b85bc6,395,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:25.428871+08:00,lossless,full_gpu,auto,llama,0,10,366,366,True,2429.9,04d898326fd63019,290,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:28.266835+08:00,lossless,full_gpu,auto,llama,0,11,694,694,True,2549.5,4cd129bbab219726,263,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:31.017431+08:00,lossless,full_gpu,auto,llama,0,12,13,12,False,2470.8,f5fb2b699fbe421d,312,48083,64,不卸載,6,94,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:34.426858+08:00,lossless,full_gpu,auto,llama,0,13,18,30,False,3128.9,09bf02ef30f8ceff,408,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:37.621860+08:00,lossless,full_gpu,auto,llama,0,14,60,60,True,2926.3,85d3b29c8b0f10b4,321,48083,64,不卸載,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:40.324110+08:00,lossless,full_gpu,auto,llama,0,15,125,3096,False,2415.9,5af87a4ebb3d4630,242,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:41.839584+08:00,lossless,full_gpu,auto,llama,0,16,230,230,True,1217.7,40fff67fc33c8101,171,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:44.953208+08:00,lossless,full_gpu,auto,llama,0,17,57500,57500,True,2850.1,8b2563a414db930e,300,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:47.961720+08:00,lossless,full_gpu,auto,llama,0,18,7,21,False,2726.4,b174d0afa0101d63,281,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:51.504418+08:00,lossless,full_gpu,auto,llama,0,19,6,6,True,3278.3,c752b3f3889f3afa,414,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:55.143415+08:00,lossless,full_gpu,auto,llama,0,20,15,15.67,False,3348.1,cb77bc66b0ddcd90,364,48083,64,不卸載,6,89,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:56.912776+08:00,lossless,full_gpu,auto,llama,0,21,14,2,False,1481.8,57c62f6634b05182,177,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:14:58.986770+08:00,lossless,full_gpu,auto,llama,0,22,7,7,True,1791.1,420ad88b875d8d63,171,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:00.784206+08:00,lossless,full_gpu,auto,llama,0,23,8,8,True,1516.5,d5bf8da932dd1214,169,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:02.056329+08:00,lossless,full_gpu,auto,llama,0,24,26,26,True,988.4,930507968c2ed917,90,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:05.790537+08:00,lossless,full_gpu,auto,llama,0,25,2,2,True,3448.6,799ba93efb1d6d14,338,48083,64,不卸載,6,96,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:09.149017+08:00,lossless,full_gpu,auto,llama,0,26,243,243,True,3082.8,5fa95dbf785a91aa,280,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:11.840560+08:00,lossless,full_gpu,auto,llama,0,27,16,16,True,2409.4,75f95f1c98d73987,306,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:13.140155+08:00,lossless,full_gpu,auto,llama,0,28,25,35,False,1009.0,f2794fabb64f8786,133,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:15.205941+08:00,lossless,full_gpu,auto,llama,0,29,104,104,True,1789.4,236c827975596bd2,184,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:18.202076+08:00,lossless,full_gpu,auto,llama,0,30,109,109,True,2721.5,186b0f3b4aa0b59d,237,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:20.715755+08:00,lossless,full_gpu,auto,llama,0,31,80,80,True,2235.7,7f6cb284e642e3dd,243,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:22.315085+08:00,lossless,full_gpu,auto,llama,0,32,35,35,True,1318.4,4a3840051f3722a8,168,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:25.624024+08:00,lossless,full_gpu,auto,llama,0,33,70,70,True,3030.9,eb0c8c3731b325c5,346,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:27.557263+08:00,lossless,full_gpu,auto,llama,0,34,23,23,True,1630.4,8bbbe35a8c3b37b7,185,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:30.028900+08:00,lossless,full_gpu,auto,llama,0,35,9,9,True,2190.0,d49f75d2e7496b22,247,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:32.368807+08:00,lossless,full_gpu,auto,llama,0,36,75,75,True,2062.6,0b23d3bf8f9d12e5,182,48083,64,不卸載,6,93,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:34.844593+08:00,lossless,full_gpu,auto,llama,0,37,2,30,False,2196.0,667d62f8515e5d94,214,48083,64,不卸載,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:37.677742+08:00,lossless,full_gpu,auto,llama,0,38,10,10,True,2559.2,4021d4e46ee2a734,294,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:43.615064+08:00,lossless,full_gpu,auto,llama,0,39,18,39,False,5664.8,04f30c26d1e41551,569,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:45.161353+08:00,lossless,full_gpu,auto,llama,0,40,8,8,True,1266.1,871669c832e03f0e,114,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:47.399202+08:00,lossless,full_gpu,auto,llama,0,41,200,200,True,1938.6,7429aa270680cbf2,237,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
20260830-231251-m5-lossless,2026-08-30T23:15:49.601166+08:00,lossless,full_gpu,auto,llama,0,42,26,26,True,1933.6,ff6b12e5a99a40de,218,48083,64,不卸載,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260830-231251-m5-lossless/full_gpu/server.log
